Baccalaureate Institution,Current Institution,Field of Study,Year,Status
university of illinois at urbanachampaign,university of wisconsinmadison,Life Sciences - Plant Pathology,2011,award
california state universitysan bernardino,university of miami,Geosciences - Geology,2011,award
university of colorado at boulder,university of colorado at boulder,Mathematical Sciences - Applications of Mathematics (including Biometrics and Bi,2011,award
wesleyan university,western washington university,Life Sciences - Neurosciences,2011,award
university of maryland eastern shore,duke university,Life Sciences - Biophysics,2011,award
university of californiaberkeley,university of californiaberkeley,Life Sciences - Cell Biology,2011,award
harvard university,stanford university,Social Sciences - Political Science,2011,award
university of illinois at urbanachampaign,san francisco state university,STEM Education and Learning Research - other (specify) - Biology Education,2011,award
university of illinois at chicago,university of illinois at urbanachampaign,Comp/IS/Eng - Databases Information Retrieval and Web Search,2011,award
university of richmond,university of washington,Life Sciences - Microbiology,2011,award
gonzaga university,gonzaga university,Life Sciences - Entomology,2011,award
suny at buffalo,suny at buffalo,Engineering - Mechanical,2011,award
michigan state university,michigan state university,Engineering - Electrical and Electronic,2011,award
virginia state university,undecided,Life Sciences - Ecology,2011,award
whitman college,undecided,Life Sciences - Ecology,2011,award
state university of new york system,university of the district of columbia,Psychology - Cognitive Neuroscience,2011,award
providence college,massachusetts institute of technology,Life Sciences - Genetics,2011,award
university of california los angeles,university of california los angeles,Engineering - Mechanical,2011,award
university of california los angeles,university of california los angeles,Life Sciences - Immunology,2011,award
university of north carolina at charlotte,university of north carolina at charlotte,Engineering - Mechanical,2011,award
stanford university,massachusetts institute of technology,Comp/IS/Eng - Graphics and Visualization,2011,award
university of arkansas community college​hope,university of washington,Life Sciences - Cell Biology,2011,award
university of california berkeley,university of california berkeley,Psychology - Cognitive Neuroscience,2011,award
university of louisville,purdue university northwest,Physics and Astronomy - other (specify) - Biological Physics,2011,award
rutgers university camden,cornell university,Mathematical Sciences - Operations Research,2011,award
princeton university,university of san diego,Life Sciences - Computational Biology,2011,award
wesleyan university,uclahigher education research institute,Social Sciences - Cultural Anthropology,2011,award
new college of florida,massachusetts institute of technology,Life Sciences - Molecular Biology,2011,award
university of arkansas community college​hope,mayo clinic rochester,Life Sciences - Biochemistry,2011,award
united states military academy,united states military academy,Engineering - other (specify) - Information Warfare System Engineering,2011,award
university of the district of columbia,princeton university,Psychology - Cognitive Neuroscience,2011,award
marist college,marist college,Chemistry - Organic,2011,award
harvard university,massachusetts institute of technology,Psychology - Computational Psychology,2011,award
university of california berkeley,massachusetts institute of technology,Physics and Astronomy - Astrophysics,2011,award
michigan technological university,michigan technological university,Engineering - Civil Engineering,2011,award
state univ of ny at stony brook,state univ of ny at stony brook,Engineering - Biomedical,2011,award
john brown university,university of california santa barbara,Life Sciences - other (specify) - Applied Marine Ecology and Economics,2011,award
west chester university of pennsylvania,university of californiaberkeley,Chemistry - Organic,2011,award
university of washington,university of washington,Geosciences - Geophysics,2011,award
georgia institute of technology,georgia institute of technology,Mathematical Sciences - other (specify) - Combinatorics and Graph Theory,2011,award
uclahigher education research institute,uclahigher education research institute,STEM Education and Learning Research - Science Education,2011,award
university of california berkeley,cornell university,Engineering - Environmental,2011,award
university of wyoming,university of washington,Life Sciences - other (specify) - Paleobiology,2011,award
hamilton college,harvard school of public health,Life Sciences - Molecular Biology,2011,award
cornell university,cornell university,Engineering - Nuclear,2011,award
cornell university,suny at stony brook,Life Sciences - Ecology,2011,award
stanford university,stanford university,Life Sciences - Marine Biology,2011,award
university of wisconsinmadison,duke university,Psychology - Developmental,2011,award
